id,timestamp,road_name,location_id,vehicle_count,avg_speed,day_of_week,is_weekend,is_holiday
77,2024-01-02 01:00:00,City Ring Road,2,5,41.42,1,0,0
78,2024-01-02 01:00:00,IT Park Road,3,2,42.53,1,0,0
79,2024-01-02 02:00:00,NH-16 Main,1,13,35.6,1,0,0
80,2024-01-02 02:00:00,City Ring Road,2,12,34.74,1,0,0
81,2024-01-02 02:00:00,IT Park Road,3,8,36.41,1,0,0
82,2024-01-02 03:00:00,NH-16 Main,1,12,33.27,1,0,0
83,2024-01-02 03:00:00,City Ring Road,2,17,36.87,1,0,0
84,2024-01-02 03:00:00,IT Park Road,3,12,46.95,1,0,0
85,2024-01-02 04:00:00,NH-16 Main,1,8,44.63,1,0,0
86,2024-01-02 04:00:00,City Ring Road,2,6,45.42,1,0,0
87,2024-01-02 04:00:00,IT Park Road,3,0,48.1,1,0,0
88,2024-01-02 05:00:00,NH-16 Main,1,17,35.86,1,0,0
89,2024-01-02 05:00:00,City Ring Road,2,11,33.38,1,0,0
90,2024-01-02 05:00:00,IT Park Road,3,8,37.09,1,0,0
91,2024-01-02 06:00:00,NH-16 Main,1,18,35.7,1,0,0
92,2024-01-02 06:00:00,City Ring Road,2,42,34.56,1,0,0
93,2024-01-02 06:00:00,IT Park Road,3,26,43.73,1,0,0
94,2024-01-02 07:00:00,NH-16 Main,1,54,37.25,1,0,0
95,2024-01-02 07:00:00,City Ring Road,2,50,33.39,1,0,0
96,2024-01-02 07:00:00,IT Park Road,3,56,25.65,1,0,0
97,2024-01-02 08:00:00,NH-16 Main,1,88,24.5,1,0,0
98,2024-01-02 08:00:00,City Ring Road,2,84,33.52,1,0,0
99,2024-01-02 08:00:00,IT Park Road,3,88,36.54,1,0,0
100,2024-01-02 09:00:00,NH-16 Main,1,71,34.11,1,0,0
101,2024-01-02 09:00:00,City Ring Road,2,78,30.36,1,0,0
102,2024-01-02 09:00:00,IT Park Road,3,101,25.61,1,0,0
103,2024-01-02 10:00:00,NH-16 Main,1,86,28.47,1,0,0
104,2024-01-02 10:00:00,City Ring Road,2,80,28.0,1,0,0
105,2024-01-02 10:00:00,IT Park Road,3,98,37.85,1,0,0
106,2024-01-02 11:00:00,NH-16 Main,1,79,35.62,1,0,0
107,2024-01-02 11:00:00,City Ring Road,2,90,24.88,1,0,0
108,2024-01-02 11:00:00,IT Park Road,3,87,28.37,1,0,0
109,2024-01-02 12:00:00,NH-16 Main,1,42,43.25,1,0,0
110,2024-01-02 12:00:00,City Ring Road,2,47,39.05,1,0,0
111,2024-01-02 12:00:00,IT Park Road,3,63,42.26,1,0,0
112,2024-01-02 13:00:00,NH-16 Main,1,52,39.42,1,0,0
113,2024-01-02 13:00:00,City Ring Road,2,53,33.88,1,0,0
114,2024-01-02 13:00:00,IT Park Road,3,53,37.77,1,0,0
115,2024-01-02 14:00:00,NH-16 Main,1,45,40.44,1,0,0
116,2024-01-02 14:00:00,City Ring Road,2,58,33.49,1,0,0
117,2024-01-02 14:00:00,IT Park Road,3,45,44.09,1,0,0
118,2024-01-02 15:00:00,NH-16 Main,1,52,19.72,1,0,0
119,2024-01-02 15:00:00,City Ring Road,2,47,38.28,1,0,0
120,2024-01-02 15:00:00,IT Park Road,3,55,33.49,1,0,0
121,2024-01-02 16:00:00,NH-16 Main,1,58,38.46,1,0,0
122,2024-01-02 16:00:00,City Ring Road,2,42,35.07,1,0,0
123,2024-01-02 16:00:00,IT Park Road,3,50,37.89,1,0,0
124,2024-01-02 17:00:00,NH-16 Main,1,79,31.68,1,0,0
125,2024-01-02 17:00:00,City Ring Road,2,74,28.46,1,0,0
126,2024-01-02 17:00:00,IT Park Road,3,76,33.28,1,0,0
127,2024-01-02 18:00:00,NH-16 Main,1,78,24.58,1,0,0
128,2024-01-02 18:00:00,City Ring Road,2,74,32.34,1,0,0
129,2024-01-02 18:00:00,IT Park Road,3,94,30.14,1,0,0
130,2024-01-02 19:00:00,NH-16 Main,1,89,30.06,1,0,0
131,2024-01-02 19:00:00,City Ring Road,2,88,30.83,1,0,0
132,2024-01-02 19:00:00,IT Park Road,3,94,32.53,1,0,0
133,2024-01-02 20:00:00,NH-16 Main,1,75,36.75,1,0,0
134,2024-01-02 20:00:00,City Ring Road,2,79,27.36,1,0,0
135,2024-01-02 20:00:00,IT Park Road,3,121,21.61,1,0,0
136,2024-01-02 21:00:00,NH-16 Main,1,53,35.22,1,0,0
137,2024-01-02 21:00:00,City Ring Road,2,33,38.69,1,0,0
138,2024-01-02 21:00:00,IT Park Road,3,60,29.36,1,0,0
139,2024-01-02 22:00:00,NH-16 Main,1,51,39.74,1,0,0
140,2024-01-02 22:00:00,City Ring Road,2,59,30.48,1,0,0
141,2024-01-02 22:00:00,IT Park Road,3,49,37.96,1,0,0
142,2024-01-02 23:00:00,NH-16 Main,1,24,32.47,1,0,0
143,2024-01-02 23:00:00,City Ring Road,2,27,39.87,1,0,0
144,2024-01-02 23:00:00,IT Park Road,3,18,36.71,1,0,0
145,2024-01-03 00:00:00,NH-16 Main,1,10,32.18,2,0,0
146,2024-01-03 00:00:00,City Ring Road,2,0,33.12,2,0,0
147,2024-01-03 00:00:00,IT Park Road,3,20,40.69,2,0,0
148,2024-01-03 01:00:00,NH-16 Main,1,6,34.02,2,0,0
149,2024-01-03 01:00:00,City Ring Road,2,3,37.45,2,0,0
150,2024-01-03 01:00:00,IT Park Road,3,13,36.01,2,0,0
151,2024-01-03 02:00:00,NH-16 Main,1,13,39.25,2,0,0
152,2024-01-03 02:00:00,City Ring Road,2,4,38.51,2,0,0
153,2024-01-03 02:00:00,IT Park Road,3,6,47.82,2,0,0
154,2024-01-03 03:00:00,NH-16 Main,1,3,32.15,2,0,0
155,2024-01-03 03:00:00,City Ring Road,2,3,42.35,2,0,0
156,2024-01-03 03:00:00,IT Park Road,3,9,36.64,2,0,0
157,2024-01-03 04:00:00,NH-16 Main,1,22,42.0,2,0,0
158,2024-01-03 04:00:00,City Ring Road,2,0,39.82,2,0,0
159,2024-01-03 04:00:00,IT Park Road,3,4,33.23,2,0,0
160,2024-01-03 05:00:00,NH-16 Main,1,20,40.3,2,0,0
161,2024-01-03 05:00:00,City Ring Road,2,15,39.18,2,0,0
162,2024-01-03 05:00:00,IT Park Road,3,1,34.26,2,0,0
163,2024-01-03 06:00:00,NH-16 Main,1,40,37.06,2,0,0
164,2024-01-03 06:00:00,City Ring Road,2,35,37.1,2,0,0
165,2024-01-03 06:00:00,IT Park Road,3,37,37.72,2,0,0
166,2024-01-03 07:00:00,NH-16 Main,1,65,32.74,2,0,0
167,2024-01-03 07:00:00,City Ring Road,2,40,40.45,2,0,0
168,2024-01-03 07:00:00,IT Park Road,3,53,26.15,2,0,0
169,2024-01-03 08:00:00,NH-16 Main,1,71,42.43,2,0,0
170,2024-01-03 08:00:00,City Ring Road,2,86,21.41,2,0,0
171,2024-01-03 08:00:00,IT Park Road,3,79,35.31,2,0,0
172,2024-01-03 09:00:00,NH-16 Main,1,80,33.85,2,0,0
173,2024-01-03 09:00:00,City Ring Road,2,85,27.39,2,0,0
174,2024-01-03 09:00:00,IT Park Road,3,99,25.2,2,0,0
175,2024-01-03 10:00:00,NH-16 Main,1,81,26.41,2,0,0
176,2024-01-03 10:00:00,City Ring Road,2,86,33.72,2,0,0
177,2024-01-03 10:00:00,IT Park Road,3,99,31.44,2,0,0
178,2024-01-03 11:00:00,NH-16 Main,1,80,30.11,2,0,0
179,2024-01-03 11:00:00,City Ring Road,2,73,25.01,2,0,0
180,2024-01-03 11:00:00,IT Park Road,3,103,36.28,2,0,0
181,2024-01-03 12:00:00,NH-16 Main,1,61,42.75,2,0,0
182,2024-01-03 12:00:00,City Ring Road,2,63,29.26,2,0,0
183,2024-01-03 12:00:00,IT Park Road,3,56,35.78,2,0,0
184,2024-01-03 13:00:00,NH-16 Main,1,56,40.56,2,0,0
185,2024-01-03 13:00:00,City Ring Road,2,58,33.43,2,0,0
186,2024-01-03 13:00:00,IT Park Road,3,45,34.5,2,0,0
187,2024-01-03 14:00:00,NH-16 Main,1,52,41.12,2,0,0
188,2024-01-03 14:00:00,City Ring Road,2,55,33.55,2,0,0
189,2024-01-03 14:00:00,IT Park Road,3,63,30.43,2,0,0
190,2024-01-03 15:00:00,NH-16 Main,1,47,25.17,2,0,0
191,2024-01-03 15:00:00,City Ring Road,2,59,41.05,2,0,0
192,2024-01-03 15:00:00,IT Park Road,3,43,38.61,2,0,0
193,2024-01-03 16:00:00,NH-16 Main,1,55,35.35,2,0,0
194,2024-01-03 16:00:00,City Ring Road,2,44,37.44,2,0,0
195,2024-01-03 16:00:00,IT Park Road,3,49,34.35,2,0,0
196,2024-01-03 17:00:00,NH-16 Main,1,78,37.19,2,0,0
197,2024-01-03 17:00:00,City Ring Road,2,77,37.7,2,0,0
198,2024-01-03 17:00:00,IT Park Road,3,81,22.43,2,0,0
199,2024-01-03 18:00:00,NH-16 Main,1,79,32.96,2,0,0
200,2024-01-03 18:00:00,City Ring Road,2,71,40.15,2,0,0
201,2024-01-03 18:00:00,IT Park Road,3,111,30.39,2,0,0
202,2024-01-03 19:00:00,NH-16 Main,1,81,36.83,2,0,0
203,2024-01-03 19:00:00,City Ring Road,2,82,32.25,2,0,0
204,2024-01-03 19:00:00,IT Park Road,3,107,32.27,2,0,0
205,2024-01-03 20:00:00,NH-16 Main,1,77,29.65,2,0,0
206,2024-01-03 20:00:00,City Ring Road,2,77,35.95,2,0,0
207,2024-01-03 20:00:00,IT Park Road,3,104,33.68,2,0,0
208,2024-01-03 21:00:00,NH-16 Main,1,50,38.42,2,0,0
209,2024-01-03 21:00:00,City Ring Road,2,48,37.5,2,0,0
210,2024-01-03 21:00:00,IT Park Road,3,66,39.65,2,0,0
211,2024-01-03 22:00:00,NH-16 Main,1,44,34.99,2,0,0
212,2024-01-03 22:00:00,City Ring Road,2,42,33.1,2,0,0
213,2024-01-03 22:00:00,IT Park Road,3,54,34.65,2,0,0
214,2024-01-03 23:00:00,NH-16 Main,1,29,31.33,2,0,0
215,2024-01-03 23:00:00,City Ring Road,2,21,40.59,2,0,0
216,2024-01-03 23:00:00,IT Park Road,3,39,33.87,2,0,0
217,2024-01-04 00:00:00,NH-16 Main,1,31,31.02,3,0,0
218,2024-01-04 00:00:00,City Ring Road,2,0,46.23,3,0,0
219,2024-01-04 00:00:00,IT Park Road,3,9,36.0,3,0,0
220,2024-01-04 01:00:00,NH-16 Main,1,17,46.61,3,0,0
221,2024-01-04 01:00:00,City Ring Road,2,22,30.9,3,0,0
222,2024-01-04 01:00:00,IT Park Road,3,27,44.27,3,0,0
223,2024-01-04 02:00:00,NH-16 Main,1,16,43.08,3,0,0
224,2024-01-04 02:00:00,City Ring Road,2,3,38.24,3,0,0
225,2024-01-04 02:00:00,IT Park Road,3,11,34.54,3,0,0
226,2024-01-04 03:00:00,NH-16 Main,1,4,37.04,3,0,0
227,2024-01-04 03:00:00,City Ring Road,2,25,38.51,3,0,0
228,2024-01-04 03:00:00,IT Park Road,3,13,46.84,3,0,0
229,2024-01-04 04:00:00,NH-16 Main,1,6,32.08,3,0,0
230,2024-01-04 04:00:00,City Ring Road,2,0,37.44,3,0,0
231,2024-01-04 04:00:00,IT Park Road,3,2,40.87,3,0,0
232,2024-01-04 05:00:00,NH-16 Main,1,14,37.27,3,0,0
233,2024-01-04 05:00:00,City Ring Road,2,2,39.19,3,0,0
234,2024-01-04 05:00:00,IT Park Road,3,0,41.96,3,0,0
235,2024-01-04 06:00:00,NH-16 Main,1,25,38.03,3,0,0
236,2024-01-04 06:00:00,City Ring Road,2,27,36.36,3,0,0
237,2024-01-04 06:00:00,IT Park Road,3,19,36.71,3,0,0
238,2024-01-04 07:00:00,NH-16 Main,1,46,38.7,3,0,0
239,2024-01-04 07:00:00,City Ring Road,2,57,35.99,3,0,0
240,2024-01-04 07:00:00,IT Park Road,3,55,36.68,3,0,0
241,2024-01-04 08:00:00,NH-16 Main,1,86,38.94,3,0,0
242,2024-01-04 08:00:00,City Ring Road,2,64,37.89,3,0,0
243,2024-01-04 08:00:00,IT Park Road,3,78,30.39,3,0,0
244,2024-01-04 09:00:00,NH-16 Main,1,78,32.27,3,0,0
245,2024-01-04 09:00:00,City Ring Road,2,88,40.65,3,0,0
246,2024-01-04 09:00:00,IT Park Road,3,96,21.62,3,0,0
247,2024-01-04 10:00:00,NH-16 Main,1,72,34.34,3,0,0
248,2024-01-04 10:00:00,City Ring Road,2,84,28.29,3,0,0
249,2024-01-04 10:00:00,IT Park Road,3,110,25.78,3,0,0
250,2024-01-04 11:00:00,NH-16 Main,1,77,30.57,3,0,0
251,2024-01-04 11:00:00,City Ring Road,2,80,24.47,3,0,0
252,2024-01-04 11:00:00,IT Park Road,3,98,27.36,3,0,0
253,2024-01-04 12:00:00,NH-16 Main,1,50,30.62,3,0,0
254,2024-01-04 12:00:00,City Ring Road,2,58,35.44,3,0,0
255,2024-01-04 12:00:00,IT Park Road,3,68,33.69,3,0,0
256,2024-01-04 13:00:00,NH-16 Main,1,54,32.01,3,0,0
257,2024-01-04 13:00:00,City Ring Road,2,60,31.59,3,0,0
258,2024-01-04 13:00:00,IT Park Road,3,55,28.04,3,0,0
259,2024-01-04 14:00:00,NH-16 Main,1,46,37.01,3,0,0
260,2024-01-04 14:00:00,City Ring Road,2,53,38.88,3,0,0
261,2024-01-04 14:00:00,IT Park Road,3,40,40.01,3,0,0
262,2024-01-04 15:00:00,NH-16 Main,1,70,40.93,3,0,0
263,2024-01-04 15:00:00,City Ring Road,2,47,32.38,3,0,0
264,2024-01-04 15:00:00,IT Park Road,3,46,31.3,3,0,0
265,2024-01-04 16:00:00,NH-16 Main,1,48,30.11,3,0,0
266,2024-01-04 16:00:00,City Ring Road,2,45,32.93,3,0,0
267,2024-01-04 16:00:00,IT Park Road,3,56,31.06,3,0,0
268,2024-01-04 17:00:00,NH-16 Main,1,82,29.33,3,0,0
269,2024-01-04 17:00:00,City Ring Road,2,79,30.41,3,0,0
270,2024-01-04 17:00:00,IT Park Road,3,94,31.83,3,0,0
271,2024-01-04 18:00:00,NH-16 Main,1,92,31.81,3,0,0
272,2024-01-04 18:00:00,City Ring Road,2,85,36.6,3,0,0
273,2024-01-04 18:00:00,IT Park Road,3,98,27.63,3,0,0
274,2024-01-04 19:00:00,NH-16 Main,1,79,37.21,3,0,0
275,2024-01-04 19:00:00,City Ring Road,2,92,36.17,3,0,0
276,2024-01-04 19:00:00,IT Park Road,3,117,33.39,3,0,0
277,2024-01-04 20:00:00,NH-16 Main,1,94,36.24,3,0,0
278,2024-01-04 20:00:00,City Ring Road,2,69,26.93,3,0,0
279,2024-01-04 20:00:00,IT Park Road,3,120,19.95,3,0,0
280,2024-01-04 21:00:00,NH-16 Main,1,36,40.74,3,0,0
281,2024-01-04 21:00:00,City Ring Road,2,56,35.32,3,0,0
282,2024-01-04 21:00:00,IT Park Road,3,53,30.6,3,0,0
283,2024-01-04 22:00:00,NH-16 Main,1,37,47.54,3,0,0
284,2024-01-04 22:00:00,City Ring Road,2,53,39.65,3,0,0
285,2024-01-04 22:00:00,IT Park Road,3,41,39.36,3,0,0
286,2024-01-04 23:00:00,NH-16 Main,1,36,38.23,3,0,0
287,2024-01-04 23:00:00,City Ring Road,2,26,33.69,3,0,0
288,2024-01-04 23:00:00,IT Park Road,3,31,40.39,3,0,0
289,2024-01-05 00:00:00,NH-16 Main,1,16,41.9,4,0,0
290,2024-01-05 00:00:00,City Ring Road,2,15,39.43,4,0,0
291,2024-01-05 00:00:00,IT Park Road,3,0,48.16,4,0,0
292,2024-01-05 01:00:00,NH-16 Main,1,13,42.73,4,0,0
293,2024-01-05 01:00:00,City Ring Road,2,18,39.53,4,0,0
294,2024-01-05 01:00:00,IT Park Road,3,17,42.87,4,0,0
295,2024-01-05 02:00:00,NH-16 Main,1,15,32.49,4,0,0
296,2024-01-05 02:00:00,City Ring Road,2,20,32.57,4,0,0
297,2024-01-05 02:00:00,IT Park Road,3,7,34.47,4,0,0
298,2024-01-05 03:00:00,NH-16 Main,1,17,42.01,4,0,0
299,2024-01-05 03:00:00,City Ring Road,2,1,43.15,4,0,0
300,2024-01-05 03:00:00,IT Park Road,3,0,45.21,4,0,0
301,2024-01-05 04:00:00,NH-16 Main,1,2,40.37,4,0,0
302,2024-01-05 04:00:00,City Ring Road,2,16,38.19,4,0,0
303,2024-01-05 04:00:00,IT Park Road,3,10,42.15,4,0,0
304,2024-01-05 05:00:00,NH-16 Main,1,12,35.33,4,0,0
305,2024-01-05 05:00:00,City Ring Road,2,5,36.53,4,0,0
306,2024-01-05 05:00:00,IT Park Road,3,6,49.95,4,0,0
307,2024-01-05 06:00:00,NH-16 Main,1,34,41.82,4,0,0
308,2024-01-05 06:00:00,City Ring Road,2,20,34.49,4,0,0
309,2024-01-05 06:00:00,IT Park Road,3,37,34.59,4,0,0
310,2024-01-05 07:00:00,NH-16 Main,1,45,40.57,4,0,0
311,2024-01-05 07:00:00,City Ring Road,2,50,33.44,4,0,0
312,2024-01-05 07:00:00,IT Park Road,3,51,35.04,4,0,0
313,2024-01-05 08:00:00,NH-16 Main,1,75,32.69,4,0,0
314,2024-01-05 08:00:00,City Ring Road,2,94,26.0,4,0,0
315,2024-01-05 08:00:00,IT Park Road,3,84,19.55,4,0,0
316,2024-01-05 09:00:00,NH-16 Main,1,81,27.14,4,0,0
317,2024-01-05 09:00:00,City Ring Road,2,76,35.94,4,0,0
318,2024-01-05 09:00:00,IT Park Road,3,99,34.55,4,0,0
319,2024-01-05 10:00:00,NH-16 Main,1,73,35.3,4,0,0
320,2024-01-05 10:00:00,City Ring Road,2,89,26.31,4,0,0
321,2024-01-05 10:00:00,IT Park Road,3,101,34.18,4,0,0
322,2024-01-05 11:00:00,NH-16 Main,1,83,25.1,4,0,0
323,2024-01-05 11:00:00,City Ring Road,2,79,39.55,4,0,0
324,2024-01-05 11:00:00,IT Park Road,3,93,29.07,4,0,0
325,2024-01-05 12:00:00,NH-16 Main,1,59,32.98,4,0,0
326,2024-01-05 12:00:00,City Ring Road,2,40,34.9,4,0,0
327,2024-01-05 12:00:00,IT Park Road,3,56,25.35,4,0,0
328,2024-01-05 13:00:00,NH-16 Main,1,64,25.21,4,0,0
329,2024-01-05 13:00:00,City Ring Road,2,44,37.88,4,0,0
330,2024-01-05 13:00:00,IT Park Road,3,58,41.81,4,0,0
331,2024-01-05 14:00:00,NH-16 Main,1,36,33.87,4,0,0
332,2024-01-05 14:00:00,City Ring Road,2,31,33.31,4,0,0
333,2024-01-05 14:00:00,IT Park Road,3,47,39.64,4,0,0
334,2024-01-05 15:00:00,NH-16 Main,1,47,33.15,4,0,0
335,2024-01-05 15:00:00,City Ring Road,2,54,34.21,4,0,0
336,2024-01-05 15:00:00,IT Park Road,3,59,25.38,4,0,0
337,2024-01-05 16:00:00,NH-16 Main,1,47,31.99,4,0,0
338,2024-01-05 16:00:00,City Ring Road,2,55,47.32,4,0,0
339,2024-01-05 16:00:00,IT Park Road,3,51,32.12,4,0,0
340,2024-01-05 17:00:00,NH-16 Main,1,75,32.46,4,0,0
341,2024-01-05 17:00:00,City Ring Road,2,87,32.86,4,0,0
342,2024-01-05 17:00:00,IT Park Road,3,89,35.34,4,0,0
343,2024-01-05 18:00:00,NH-16 Main,1,72,27.3,4,0,0
344,2024-01-05 18:00:00,City Ring Road,2,81,34.91,4,0,0
345,2024-01-05 18:00:00,IT Park Road,3,108,18.77,4,0,0
346,2024-01-05 19:00:00,NH-16 Main,1,82,32.95,4,0,0
347,2024-01-05 19:00:00,City Ring Road,2,90,33.26,4,0,0
348,2024-01-05 19:00:00,IT Park Road,3,116,16.78,4,0,0
349,2024-01-05 20:00:00,NH-16 Main,1,77,34.7,4,0,0
350,2024-01-05 20:00:00,City Ring Road,2,73,34.41,4,0,0
351,2024-01-05 20:00:00,IT Park Road,3,91,33.03,4,0,0
352,2024-01-05 21:00:00,NH-16 Main,1,48,30.71,4,0,0
353,2024-01-05 21:00:00,City Ring Road,2,49,43.82,4,0,0
354,2024-01-05 21:00:00,IT Park Road,3,60,37.14,4,0,0
355,2024-01-05 22:00:00,NH-16 Main,1,53,33.46,4,0,0
356,2024-01-05 22:00:00,City Ring Road,2,39,37.06,4,0,0
357,2024-01-05 22:00:00,IT Park Road,3,52,38.08,4,0,0
358,2024-01-05 23:00:00,NH-16 Main,1,14,43.18,4,0,0
359,2024-01-05 23:00:00,City Ring Road,2,25,41.92,4,0,0
360,2024-01-05 23:00:00,IT Park Road,3,10,42.92,4,0,0
361,2024-01-06 00:00:00,NH-16 Main,1,5,37.69,5,1,0
362,2024-01-06 00:00:00,City Ring Road,2,16,40.62,5,1,0
363,2024-01-06 00:00:00,IT Park Road,3,7,37.98,5,1,0
364,2024-01-06 01:00:00,NH-16 Main,1,18,34.1,5,1,0
365,2024-01-06 01:00:00,City Ring Road,2,17,46.35,5,1,0
366,2024-01-06 01:00:00,IT Park Road,3,5,46.75,5,1,0
367,2024-01-06 02:00:00,NH-16 Main,1,5,37.76,5,1,0
368,2024-01-06 02:00:00,City Ring Road,2,12,41.93,5,1,0
369,2024-01-06 02:00:00,IT Park Road,3,6,45.65,5,1,0
370,2024-01-06 03:00:00,NH-16 Main,1,0,47.19,5,1,0
371,2024-01-06 03:00:00,City Ring Road,2,13,42.49,5,1,0
372,2024-01-06 03:00:00,IT Park Road,3,10,33.05,5,1,0
373,2024-01-06 04:00:00,NH-16 Main,1,9,38.16,5,1,0
374,2024-01-06 04:00:00,City Ring Road,2,10,38.99,5,1,0
375,2024-01-06 04:00:00,IT Park Road,3,10,39.15,5,1,0
376,2024-01-06 05:00:00,NH-16 Main,1,0,40.45,5,1,0
377,2024-01-06 05:00:00,City Ring Road,2,10,40.19,5,1,0
378,2024-01-06 05:00:00,IT Park Road,3,12,29.35,5,1,0
379,2024-01-06 06:00:00,NH-16 Main,1,33,39.07,5,1,0
380,2024-01-06 06:00:00,City Ring Road,2,20,38.28,5,1,0
381,2024-01-06 06:00:00,IT Park Road,3,26,29.59,5,1,0
382,2024-01-06 07:00:00,NH-16 Main,1,38,41.15,5,1,0
